,hmm-p,hmm-r,hmm-f,hmm-acc,memm-p,memm-r,memm-f,memm-acc,base-p,base-r,base-f,base-acc
66,0.6666666666666666,1.0,0.8,0.96875,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.96875
67,0.2222222222222222,1.0,0.3636363636363636,0.7878787878787878,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70,0.6666666666666666,1.0,0.8,0.75,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
71,0.5,0.5,0.5,0.9666666666666667,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.9666666666666667
72,0.3333333333333333,0.5,0.4,0.8823529411764706,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.9411764705882353
73,0.0,0.0,0.0,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.875
74,0.0,0.0,0.0,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
76,0.0,0.0,0.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
77,0.5,0.6666666666666666,0.5714285714285715,0.84,0.5714285714285714,0.6666666666666666,0.6153846153846153,0.88,0.4,0.3333333333333333,0.3636363636363636,0.8
78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.25,0.7142857142857143
79,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.5,0.3333333333333333,0.4,0.6666666666666666
80,0.0,0.0,0.0,0.8095238095238095,0.5,1.0,0.6666666666666666,0.9523809523809523,0.0,0.0,0.0,0.9523809523809523
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
82,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.8888888888888888
83,0.4,0.8,0.5333333333333333,0.8723404255319149,0.7142857142857143,1.0,0.8333333333333333,0.9574468085106383,0.4,0.4,0.4000000000000001,0.9148936170212766
84,0.5,0.5,0.5,0.8235294117647058,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.8235294117647058
85,0.0,0.0,0.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
86,0.8333333333333334,1.0,0.9090909090909091,0.8571428571428571,0.8333333333333334,1.0,0.9090909090909091,0.8571428571428571,0.8,0.8,0.8000000000000002,0.8571428571428571
87,0.8,1.0,0.888888888888889,0.8333333333333334,0.8,1.0,0.888888888888889,0.8333333333333334,1.0,1.0,1.0,1.0
88,0.75,0.75,0.75,0.6666666666666666,0.8,1.0,0.888888888888889,0.8333333333333334,1.0,1.0,1.0,1.0
89,0.0,0.0,0.0,0.7241379310344828,0.6666666666666666,1.0,0.8,0.9655172413793104,0.0,0.0,0.0,0.9310344827586207
90,0.75,1.0,0.8571428571428571,0.9,0.75,1.0,0.8571428571428571,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9
91,0.6666666666666666,1.0,0.8,0.8888888888888888,0.6666666666666666,1.0,0.8,0.8888888888888888,0.5,0.5,0.5,0.8888888888888888
92,0.5,1.0,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
94,0.0,0.0,0.0,0.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
95,0.75,0.75,0.75,0.6666666666666666,0.8,1.0,0.888888888888889,0.8333333333333334,1.0,1.0,1.0,1.0
96,0.0,0.0,0.0,0.8947368421052632,0.5,1.0,0.6666666666666666,0.9473684210526315,0.0,0.0,0.0,0.9473684210526315
97,0.5,1.0,0.6666666666666666,0.8,0.5,1.0,0.6666666666666666,0.8,0.0,0.0,0.0,0.8
98,0.0,0.0,0.0,0.2,0.5,1.0,0.6666666666666666,0.8,0.0,0.0,0.0,0.8
99,0.6666666666666666,1.0,0.8,0.8888888888888888,0.6666666666666666,1.0,0.8,0.8888888888888888,1.0,1.0,1.0,1.0
100,0.6666666666666666,1.0,0.8,0.8888888888888888,0.6666666666666666,1.0,0.8,0.8888888888888888,1.0,1.0,1.0,1.0
101,0.6666666666666666,1.0,0.8,0.8888888888888888,0.6666666666666666,1.0,0.8,0.8888888888888888,1.0,1.0,1.0,1.0
102,0.4,0.6666666666666666,0.5,0.918918918918919,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.918918918918919
103,0.75,1.0,0.8571428571428571,0.75,0.75,1.0,0.8571428571428571,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75
104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
105,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6,0.75,1.0,0.8571428571428571,0.8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8
106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
107,0.5714285714285714,0.7272727272727273,0.64,0.86,0.9,0.8181818181818182,0.8571428571428572,0.96,0.7,0.6363636363636364,0.6666666666666666,0.92
108,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8333333333333334
109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
110,0.75,1.0,0.8571428571428571,0.8,0.75,1.0,0.8571428571428571,0.8,1.0,1.0,1.0,1.0
111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
112,0.5,0.5,0.5,0.5,0.6666666666666666,1.0,0.8,0.75,1.0,0.5,0.6666666666666666,0.75
113,0.5,1.0,0.6666666666666666,0.875,0.5,1.0,0.6666666666666666,0.875,0.0,0.0,0.0,0.875
114,0.0,0.0,0.0,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
115,0.3,0.75,0.4285714285714285,0.78125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
116,0.8,1.0,0.888888888888889,0.8333333333333334,0.8,1.0,0.888888888888889,0.8333333333333334,1.0,1.0,1.0,1.0
117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
119,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.9
120,0.5,1.0,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
121,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.8
122,0.6666666666666666,1.0,0.8,0.9,0.6666666666666666,1.0,0.8,0.9,1.0,1.0,1.0,1.0
123,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
124,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
125,0.3333333333333333,1.0,0.5,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
126,0.5,1.0,0.6666666666666666,0.8888888888888888,0.5,1.0,0.6666666666666666,0.8888888888888888,1.0,1.0,1.0,1.0
127,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.16666666666666666,0.42857142857142855,0.75,0.5454545454545454,0.6666666666666666,0.0,0.0,0.0,0.5
129,0.2,0.3333333333333333,0.25,0.5,0.75,1.0,0.8571428571428571,0.9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8
130,0.5,0.6666666666666666,0.5714285714285715,0.9333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9
131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
132,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
133,0.5,1.0,0.6666666666666666,0.8,0.5,1.0,0.6666666666666666,0.8,1.0,1.0,1.0,1.0
134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
135,0.3076923076923077,0.36363636363636365,0.33333333333333337,0.71875,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.9375,0.42857142857142855,0.2727272727272727,0.33333333333333326,0.75
136,1.0,0.5,0.6666666666666666,0.75,1.0,0.5,0.6666666666666666,0.75,1.0,1.0,1.0,1.0
137,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
138,0.3333333333333333,0.5,0.4,0.5,0.6666666666666666,1.0,0.8,0.75,0.5,0.5,0.5,0.75
139,0.0,0.0,0.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
140,0.0,0.0,0.0,0.9411764705882353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
141,0.6666666666666666,1.0,0.8,0.875,0.6666666666666666,1.0,0.8,0.875,1.0,1.0,1.0,1.0
142,0.0,0.0,0.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
144,0.6666666666666666,1.0,0.8,0.75,0.5,0.5,0.5,0.5,1.0,0.5,0.6666666666666666,0.75
145,0.25,0.3333333333333333,0.28571428571428575,0.9142857142857143,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.9428571428571428
146,0.0,0.0,0.0,0.9130434782608695,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
147,0.6666666666666666,1.0,0.8,0.92,0.6,0.75,0.6666666666666665,0.92,0.75,0.75,0.75,0.96
148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
149,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.9166666666666666,0.5,0.5,0.5,0.9166666666666666
150,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.85,1.0,1.0,1.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.95
151,0.6666666666666666,1.0,0.8,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
152,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
153,0.8,1.0,0.888888888888889,0.9375,0.8,1.0,0.888888888888889,0.9375,0.75,0.75,0.75,0.9375
154,0.2,0.5,0.28571428571428575,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.8888888888888888
155,0.0,0.0,0.0,0.9411764705882353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
156,0.5,1.0,0.6666666666666666,0.75,0.6666666666666666,1.0,0.8,0.875,1.0,1.0,1.0,1.0
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
158,0.6666666666666666,1.0,0.8,0.6666666666666666,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,1.0,1.0,1.0
159,0.6,1.0,0.7499999999999999,0.9512195121951219,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.8,0.975609756097561
160,0.0,0.0,0.0,0.78125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
161,0.0,0.0,0.0,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
162,0.25,1.0,0.4,0.90625,0.5,1.0,0.6666666666666666,0.96875,1.0,1.0,1.0,1.0
163,0.5,1.0,0.6666666666666666,0.96875,0.5,1.0,0.6666666666666666,0.96875,1.0,1.0,1.0,1.0
164,0.0,0.0,0.0,0.9545454545454546,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9090909090909091
165,0.25,0.3333333333333333,0.28571428571428575,0.625,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.75
166,0.6,1.0,0.7499999999999999,0.9,0.4,0.6666666666666666,0.5,0.85,0.25,0.3333333333333333,0.28571428571428575,0.85
167,0.0,0.0,0.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
168,0.75,1.0,0.8571428571428571,0.9761904761904762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
169,0.75,1.0,0.8571428571428571,0.875,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.8,0.875
170,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7142857142857143,1.0,0.6666666666666666,0.8,0.8571428571428571,0.0,0.0,0.0,0.5714285714285714
171,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,0.5,0.0,0.0,0.0,0.5
172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
173,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.8,0.8571428571428571
175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
176,0.8571428571428571,1.0,0.923076923076923,0.9523809523809523,0.8571428571428571,1.0,0.923076923076923,0.9523809523809523,1.0,0.8333333333333334,0.9090909090909091,0.9523809523809523
177,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.8333333333333334
178,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
179,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
180,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
181,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
182,0.5,1.0,0.6666666666666666,0.8333333333333334,0.5,1.0,0.6666666666666666,0.8333333333333334,1.0,1.0,1.0,1.0
183,0.0,0.0,0.0,0.5,0.5,1.0,0.6666666666666666,0.75,0.0,0.0,0.0,0.75
184,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.25
185,0.5,0.5,0.5,0.8181818181818182,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.9090909090909091
186,0.3333333333333333,1.0,0.5,0.6666666666666666,0.5,1.0,0.6666666666666666,0.8333333333333334,1.0,1.0,1.0,1.0
187,0.6666666666666666,1.0,0.8,0.8333333333333334,0.6666666666666666,1.0,0.8,0.8333333333333334,1.0,1.0,1.0,1.0
188,0.0,0.0,0.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8333333333333334
189,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75
190,0.8,1.0,0.888888888888889,0.9545454545454546,0.8,1.0,0.888888888888889,0.9545454545454546,1.0,1.0,1.0,1.0
191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
192,0.75,1.0,0.8571428571428571,0.8823529411764706,0.8571428571428571,1.0,0.923076923076923,0.9411764705882353,1.0,1.0,1.0,1.0
193,0.7272727272727273,1.0,0.8421052631578948,0.9285714285714286,0.875,0.875,0.875,0.9523809523809523,0.75,0.75,0.75,0.9523809523809523
194,0.75,1.0,0.8571428571428571,0.9393939393939394,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9696969696969697
195,0.8,0.8888888888888888,0.8421052631578948,0.9565217391304348,1.0,1.0,1.0,1.0,0.8571428571428571,0.6666666666666666,0.75,0.9347826086956522
196,0.6666666666666666,1.0,0.8,0.75,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
197,0.6666666666666666,1.0,0.8,0.8888888888888888,0.6666666666666666,1.0,0.8,0.8888888888888888,1.0,1.0,1.0,1.0
198,0.4,1.0,0.5714285714285715,0.88,0.6666666666666666,1.0,0.8,0.96,1.0,1.0,1.0,1.0
199,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
200,0.6666666666666666,1.0,0.8,0.8888888888888888,0.6666666666666666,1.0,0.8,0.8888888888888888,0.5,0.5,0.5,0.8888888888888888
201,0.5,1.0,0.6666666666666666,0.875,0.5,1.0,0.6666666666666666,0.875,1.0,1.0,1.0,1.0
202,0.8571428571428571,1.0,0.923076923076923,0.9230769230769231,0.8571428571428571,1.0,0.923076923076923,0.9230769230769231,1.0,0.8333333333333334,0.9090909090909091,0.9230769230769231
203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
204,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
205,0.5,0.6,0.5454545454545454,0.5714285714285714,0.8333333333333334,1.0,0.9090909090909091,0.8571428571428571,0.6666666666666666,0.4,0.5,0.5714285714285714
206,0.4,0.5,0.4444444444444445,0.42857142857142855,0.5,0.75,0.6,0.5714285714285714,0.5,0.5,0.5,0.7142857142857143
207,0.5,1.0,0.6666666666666666,0.875,0.5,1.0,0.6666666666666666,0.875,1.0,1.0,1.0,1.0
208,0.75,0.75,0.75,0.6666666666666666,0.8,1.0,0.888888888888889,0.8333333333333334,1.0,0.25,0.4,0.5
209,0.0,0.0,0.0,0.9032258064516129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
210,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
211,0.5,0.5,0.5,0.5,0.6666666666666666,1.0,0.8,0.75,1.0,1.0,1.0,1.0
212,0.5,0.5,0.5,0.5,0.6666666666666666,1.0,0.8,0.75,0.5,0.5,0.5,0.75
213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
214,0.5,0.5,0.5,0.5,0.6666666666666666,1.0,0.8,0.75,1.0,1.0,1.0,1.0
215,0.5,1.0,0.6666666666666666,0.8823529411764706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
216,0.5,1.0,0.6666666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.9583333333333334
217,0.5,0.5,0.5,0.5,0.6666666666666666,1.0,0.8,0.75,0.5,0.5,0.5,0.75
218,0.6666666666666666,1.0,0.8,0.96,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.96
219,0.0,0.0,0.0,0.9230769230769231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
220,0.0,0.0,0.0,0.25,0.6666666666666666,1.0,0.8,0.75,0.5,0.5,0.5,0.75
221,0.6666666666666666,1.0,0.8,0.6666666666666666,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,1.0,1.0,1.0
222,0.5,0.5,0.5,0.5,0.6666666666666666,1.0,0.8,0.75,0.5,0.5,0.5,0.75
